roi,mics,label,R,G,B,A,side,coor.x,coor.y,coor.z
345,1344,7Networks_LH_Cont_PFCl_7,230,149,40,0,left,-49,11,13
346,1345,7Networks_LH_Cont_PFCl_8,230,149,41,0,left,-45,25,20
347,1346,7Networks_LH_Cont_PFCl_9,230,149,42,0,left,-38,46,19
348,1347,7Networks_LH_Cont_PFCl_10,230,150,35,0,left,-47,15,25
349,1348,7Networks_LH_Cont_PFCl_11,230,150,36,0,left,-48,7,22
350,1349,7Networks_LH_Cont_PFCl_12,230,150,37,0,left,-29,50,22
351,1350,7Networks_LH_Cont_PFCl_13,230,150,38,0,left,-41,33,23
352,1351,7Networks_LH_Cont_PFCl_14,230,150,39,0,left,-43,23,27
353,1352,7Networks_LH_Cont_PFCl_15,230,150,40,0,left,-43,37,29
354,1353,7Networks_LH_Cont_PFCl_16,230,150,41,0,left,-37,8,27
355,1354,7Networks_LH_Cont_PFCl_17,230,150,42,0,left,-45,21,35
356,1355,7Networks_LH_Cont_PFCl_18,230,151,35,0,left,-39,10,33
357,1356,7Networks_LH_Cont_PFCl_19,230,151,36,0,left,-35,32,38
358,1357,7Networks_LH_Cont_PFCl_20,230,151,37,0,left,-40,3,37
359,1358,7Networks_LH_Cont_OFC_1,231,148,35,0,left,-27,47,-13
360,1359,7Networks_LH_Cont_PFCv_1,231,148,36,0,left,-35,16,-7
361,1360,7Networks_LH_Cont_PFCv_2,231,148,37,0,left,-31,24,-3
362,1361,7Networks_LH_Cont_pCun_1,231,149,35,0,left,-10,-70,31
363,1362,7Networks_LH_Cont_pCun_2,231,149,36,0,left,-10,-73,39
364,1363,7Networks_LH_Cont_pCun_3,231,149,37,0,left,-4,-76,45
365,1364,7Networks_LH_Cont_pCun_4,231,149,38,0,left,-4,-66,52
366,1365,7Networks_LH_Cont_Cing_1,231,149,33,0,left,-3,18,23
367,1366,7Networks_LH_Cont_Cing_2,231,149,34,0,left,-7,-38,25
368,1367,7Networks_LH_Cont_Cing_3,231,149,39,0,left,-6,-27,27
369,1368,7Networks_LH_Cont_Cing_4,231,149,40,0,left,-4,9,27
370,1369,7Networks_LH_Cont_Cing_5,231,149,41,0,left,-4,-13,30
371,1370,7Networks_LH_Cont_Cing_6,231,149,42,0,left,-4,-1,31
372,1371,7Networks_LH_Cont_Cing_7,231,150,35,0,left,-3,-32,29
373,1372,7Networks_LH_Cont_Cing_8,231,150,36,0,left,-2,-23,31
374,1373,7Networks_LH_Cont_PFCmp_1,230,148,34,0,left,-4,24,47
375,1374,7Networks_LH_Cont_PFCmp_2,230,150,33,0,left,-6,14,53
376,1375,7Networks_LH_Default_Par_1,205,61,78,0,left,-47,-58,18
377,1376,7Networks_LH_Default_Par_2,205,62,71,0,left,-47,-51,20
378,1377,7Networks_LH_Default_Par_3,205,62,72,0,left,-60,-53,19
379,1378,7Networks_LH_Default_Par_4,205,62,73,0,left,-45,-65,23
380,1379,7Networks_LH_Default_Par_5,205,62,74,0,left,-44,-56,26
381,1380,7Networks_LH_Default_Par_6,205,62,75,0,left,-52,-55,25
